,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2015-07-07,0.24353665,4.947792,407896.87,382509.12,1048329.37,716,90,90,39.53,11.61,280.97,-903,101,101,125.89,17.069,273.971,-905,84,84,164.94,15.582,-277.572,437,69,69,523.13,28.4625,896.8275,-2175,12,12,54.97,1.65,1261.17
2015-07-06,0.1458851,4.70425535,425285.9235,407293.36,1049631.1235,626,105,105,39.11,13.0725,-101.4425,-1004,47,47,124.94,6.862,505.398,-989,58,58,163.83,8.41,420.71,368,63,63,519.5,17.5455,29.4345,-2187,-41,-41,54.79,5.699,604.751
2015-07-02,0.07733375,4.55837025,440611.0925,424638.06,1045507.3325,521,91,91,39.36,11.6025,146.0175,-1051,48,48,126.43,7.08,169.24,-1047,68,68,165.05,13.634,-679.914,305,57,57,521.08,26.961,492.159,-2146,-50,-50,55.43,6.925,645.835
2015-07-01,-0.4124256,4.4810365,458384.055,439686.61,1044368.785,430,131,131,38.89,17.7505,234.0395,-1099,78,78,126.9,12.714,-1424.974,-1115,69,69,163.97,13.386,-2144.226,248,45,45,524.73,17.4375,122.5025,-2096,-17,-17,56.01,2.448,-911.598
2015-06-30,-0.20874205,4.8934621,472016.151,457386.13,1046601.231,299,109,109,39.08,16.677,-101.577,-1177,55,55,125.57,10.9725,-1115.7025,-1184,58,58,163.99,12.934,294.946,203,45,45,526.02,22.6575,-430.1875,-2079,-27,-27,55.52,3.7395,-734.8995
2015-06-29,0.71468015,5.10220415,487509.8615,471097.44,1048368.0615,190,66,66,39.6,7.887,-223.367,-1232,35,35,125.46,6.09,2774.1,-1242,43,43,163.92,7.697,3151.103,158,29,29,525.01,12.1945,-1425.3345,-2052,-88,-88,55.04,11.22,2870.3
2015-06-26,0.10045055,4.387524,481643.82,486270.52,1041464.83,124,51,51,40.0,8.007,-9.177,-1267,-25,-25,127.67,4.625,949.875,-1285,-3,-3,166.23,0.6075,796.5425,129,-2,-2,537.26,0.767,-453.367,-1964,-112,-112,56.47,16.128,-279.368
2015-06-25,0.23987965,4.28707345,483746.9945,480709.2,1037494.9745,73,44,44,39.8,7.546,-0.606,-1242,27,27,128.86,6.318,731.052,-1282,19,19,167.8,3.8095,1121.4005,131,-12,-12,538.87,3.804,-333.354,-1852,-48,-48,56.99,5.976,880.304
2015-06-24,0.1628772,4.0471938,478137.828,483135.84,1039350.298,29,74,74,39.47,9.361,17.369,-1269,-10,-10,127.21,1.365,-1370.085,-1301,-1,-1,168.71,0.22,2146.52,143,0,0,540.0,0.0,-377.52,-1804,-122,-122,56.66,15.372,1212.488
2015-06-23,-0.08700115,3.8843166,483940.616,477531.33,1038760.586,-45,63,63,39.89,7.182,-2.772,-1259,15,15,127.48,2.235,729.935,-1300,36,36,168.38,5.652,-1186.052,143,5,5,539.64,2.0525,318.1675,-1682,-52,-52,57.28,6.37,-729.29
2015-06-22,-0.3245309,3.97131775,482465.4775,483383.94,1040119.6375,-108,49,49,39.81,6.0025,-56.2425,-1274,-9,-9,127.49,1.539,-1280.269,-1336,11,11,167.65,2.0075,-997.9075,138,-9,-9,539.59,3.258,229.842,-1630,-66,-66,56.86,8.712,-1140.732
2015-06-19,0.41736455,4.29584865,479358.1765,481967.53,1040219.1365,-157,35,35,39.8,4.095,63.775,-1265,-1,-1,127.71,0.1545,1618.8755,-1347,10,10,167.62,1.835,1701.685,147,-20,-20,537.21,9.36,-5.64,-1564,-86,-86,56.51,12.47,794.95
2015-06-18,-0.1368258,3.8784841,472877.281,478890.65,1041401.841,-192,34,34,39.8,4.216,-68.616,-1264,-28,-28,127.23,4.396,-739.476,-1357,0,0,167.05,0.0,-1465.56,167,7,7,531.0,2.758,1232.552,-1478,-108,-108,56.66,14.958,-327.158
2015-06-17,0.0792033,4.0153099,482768.229,471652.58,1039102.409,-226,42,42,39.76,5.103,39.097,-1236,38,38,127.72,6.612,359.628,-1357,50,50,167.0,8.725,-464.535,160,27,27,529.37,8.208,136.452,-1370,-34,-34,57.07,4.709,721.391
2015-06-16,-0.2278905,3.9361066,489365.896,481983.37,1041593.216,-268,43,43,39.59,5.117,-80.487,-1274,34,34,127.03,6.001,-876.061,-1407,41,41,166.33,8.5895,-827.5195,133,28,28,528.4,8.82,83.93,-1336,-65,-65,56.52,9.1975,-578.7675
2015-06-15,0.16229615,4.1639971,500081.501,488625.59,1044063.091,-311,30,30,39.63,4.125,101.695,-1308,2,2,126.1,0.322,328.818,-1448,27,27,165.33,4.8735,1096.9865,105,20,20,528.0,4.96,-457.01,-1271,-52,-52,56.62,6.708,552.472
2015-06-12,0.4717324,4.00170095,492268.8995,499302.77,1036819.7195,-341,22,22,40.33,2.541,237.149,-1310,-31,-31,128.18,5.735,1841.755,-1475,-17,-17,168.23,3.315,2627.585,85,44,44,531.6,17.512,-78.872,-1219,-98,-98,57.01,12.593,89.707
2015-06-11,0.0041487,3.52996855,521072.5055,490850.41,1033841.9255,-363,62,62,40.57,7.192,-13.922,-1279,91,91,129.18,15.8795,327.7305,-1458,106,106,169.26,28.249,139.831,41,50,50,538.42,27.525,-199.305,-1121,-5,-5,57.2,0.7575,-212.8475
2015-06-10,-0.85687015,3.52581985,520955.5685,520372.32,1041327.8885,-425,18,18,40.4,2.25,-177.29,-1370,-36,-36,127.92,8.028,-1990.228,-1564,-81,-81,166.49,18.8325,-5020.5825,-9,54,54,529.36,22.113,-256.293,-1116,-124,-124,56.27,19.468,-1124.308
2015-06-09,-0.06388055,4.38269,525479.79,520267.73,1045747.52,-443,15,15,39.93,1.83,-76.84,-1334,-81,-81,126.7,17.739,400.081,-1483,-99,-99,165.34,21.087,-525.307,-63,58,58,527.56,28.652,-62.172,-992,-123,-123,55.57,17.5275,-374.5675
2015-06-08,0.53405185,4.44657055,514381.4055,524725.82,1039107.2255,-458,15,15,40.26,1.8525,163.7775,-1253,-44,-44,128.9,7.326,1068.724,-1384,-66,-66,167.17,12.243,2823.617,-121,14,14,533.31,4.676,782.104,-869,-82,-82,56.25,11.234,502.296
2015-06-05,0.19884955,3.9125187,522644.477,513989.41,1036633.887,-473,41,41,40.54,6.2935,102.4965,-1209,26,26,129.5,4.771,849.979,-1318,-9,-9,168.25,2.1015,1288.3685,-135,7,7,536.35,2.8945,454.5055,-787,-17,-17,56.02,2.414,-706.854
2015-06-04,0.3921762,3.71366915,512914.8715,522021.95,1034936.8215,-514,23,23,40.89,2.783,289.887,-1235,-14,-14,129.58,2.128,928.912,-1309,-35,-35,169.53,6.8775,1995.3325,-142,-7,-7,537.76,2.9365,491.8335,-770,-46,-46,55.45,6.923,215.797
2015-06-03,-0.1425006,3.32149295,520511.9195,511673.14,1032185.0595,-537,54,54,41.31,6.669,-12.099,-1221,43,43,130.66,7.181,-232.641,-1274,22,22,170.5,4.422,-367.102,-135,2,2,539.91,1.367,-155.377,-724,-6,-6,55.04,0.867,-657.787
2015-06-02,0.03660225,3.46399355,515651.3055,520288.55,1035939.8555,-591,36,36,40.94,4.644,-117.654,-1264,4,4,129.86,0.668,735.172,-1296,-21,-21,169.66,4.2105,671.7495,-137,-10,-10,532.93,4.515,-726.145,-718,-18,-18,54.4,2.34,-197.1
2015-06-01,-0.13578845,3.4273913,519091.243,514637.73,1033728.973,-627,36,36,41.43,5.418,155.232,-1268,5,5,130.28,0.8875,-330.5675,-1275,-15,-15,170.21,2.775,-670.125,-127,2,2,536.79,0.918,-249.038,-700,6,6,54.68,0.786,-263.386
2015-05-29,0.6153032,3.56317975,512502.7775,518433.05,1030935.8275,-663,23,23,41.79,3.864,366.496,-1273,-4,-4,131.23,0.57,1906.73,-1260,-20,-20,171.35,3.18,2585.22,-129,-8,-8,537.37,2.544,967.606,-706,-22,-22,54.46,2.86,326.98
2015-05-28,0.1491316,2.94787655,517603.8055,511645.13,1029248.9355,-686,42,42,42.45,5.943,590.737,-1269,54,54,131.86,11.367,328.293,-1240,12,12,171.45,2.394,363.806,-121,-5,-5,538.01,2.71,-10.4,-684,0,0,54.82,0.0,218.88
2015-05-27,-0.7216662,2.79874495,516231.0495,516478.06,1032709.1095,-728,16,16,42.27,2.12,-405.88,-1323,-20,-20,130.34,5.79,-3193.05,-1252,-39,-39,171.16,9.7305,-2310.8005,-116,8,8,532.8,4.448,-874.808,-684,-29,-29,54.34,4.1035,-432.1235
2015-05-26,0.8087407,3.52041115,511813.2215,515740.48,1027553.7015,-744,31,31,42.48,4.03,323.95,-1303,8,8,132.6,1.428,3802.852,-1213,-30,-30,172.11,4.8,2527.07,-124,0,0,538.12,0.0,965.96,-655,-30,-30,54.75,3.975,467.575
2015-05-22,-0.01266105,2.71167045,516461.7545,511209.27,1027671.0245,-775,21,21,42.27,2.6565,-141.1065,-1311,47,47,131.6,8.93,-1526.45,-1183,-5,-5,173.04,0.775,1322.685,-124,3,3,540.15,1.479,303.201,-625,-20,-20,54.78,2.49,-84.94
2015-05-21,-0.1494602,2.7243315,513431.465,516098.84,1029530.305,-796,5,5,42.57,0.6025,230.4375,-1358,11,11,130.07,2.002,-1808.252,-1178,-30,-30,173.32,5.97,475.59,-127,5,5,537.95,2.9875,-407.8675,-605,-45,-45,54.69,5.76,15.49
2015-05-20,-0.05379665,2.8737917,516264.747,513027.22,1029291.967,-801,45,45,42.5,7.4925,-205.5825,-1369,27,27,130.0,4.374,11.206,-1148,-8,-8,173.33,1.528,-324.168,-132,4,4,538.49,1.924,-258.564,-560,-38,-38,55.27,4.978,239.142
2015-05-19,-0.11967135,2.92758835,514391.2035,516018.92,1030410.1235,-846,-14,-14,41.57,1.904,203.216,-1396,45,45,130.69,9.81,135.21,-1140,-34,-34,172.97,5.423,-487.283,-136,7,7,533.98,2.7895,-702.7095,-522,-38,-38,54.79,5.187,-345.147
2015-05-18,-0.2297372,3.0472597,519305.667,514111.21,1033416.877,-832,26,26,42.05,2.951,-494.091,-1441,31,31,128.38,5.084,-2039.214,-1106,-25,-25,173.44,4.7625,220.9375,-143,5,5,532.01,2.7225,228.1275,-484,-28,-28,54.19,3.612,-213.132
2015-05-15,0.1922664,3.2769969,511755.929,518835.55,1030591.479,-858,-1,-1,42.14,0.118,8.552,-1472,21,21,129.07,3.9795,258.4605,-1081,-56,-56,173.91,8.904,837.246,-148,11,11,539.18,4.7245,660.0955,-456,-45,-45,54.59,5.4,158.31
2015-05-14,-0.81555775,3.0847305,522955.855,511449.05,1034404.905,-857,10,10,42.18,1.34,-210.72,-1493,38,38,127.41,6.308,-4448.928,-1025,-29,-29,173.5,5.7855,-1784.6555,-159,34,34,533.77,13.022,-1550.142,-411,-38,-38,54.43,5.472,-161.132
2015-05-13,-0.218067,3.90028825,517030.2425,522583.68,1039613.9225,-867,-43,-43,42.05,6.45,86.27,-1531,-30,-30,126.15,6.09,-227.04,-996,-73,-73,171.24,16.9725,-1689.6825,-193,29,29,530.56,14.4275,-170.4475,-373,-52,-52,53.72,7.15,-179.77
2015-05-12,0.3375829,4.11835525,524566.0025,516091.16,1040657.1625,-824,-13,-13,42.36,1.586,580.074,-1501,6,6,125.6,1.182,693.598,-923,-44,-44,170.55,9.086,491.944,-222,21,21,531.6,9.009,1555.611,-321,-46,-46,53.67,5.428,54.602
2015-05-11,0.3796478,3.78077235,510635.5535,523766.28,1034401.8335,-811,-54,-54,42.39,6.264,-109.524,-1507,-32,-32,127.39,5.616,1946.124,-879,-79,-79,172.65,12.2055,1356.6645,-243,20,20,538.37,7.15,602.21,-275,-53,-53,53.92,7.4465,1.0035
2015-05-08,-0.78425615,3.40112455,525711.2255,510200.16,1035911.3855,-757,-6,-6,42.23,0.762,-528.082,-1475,41,41,126.68,8.323,-3547.543,-800,-33,-33,172.94,8.151,-1295.801,-263,51,51,536.65,34.9605,-2316.1705,-222,-30,-30,53.55,4.545,-154.965
2015-05-07,-0.3548021,4.1853807,520920.897,525121.76,1046042.657,-751,-69,-69,41.59,8.625,-166.335,-1516,-92,-92,124.77,24.794,-425.874,-767,-96,-96,169.63,34.512,-795.812,-314,38,38,523.99,25.27,-2051.25,-192,-36,-36,52.59,6.39,-108.75
2015-05-06,0.5539148,4.5401828,518373.958,520137.7,1038511.658,-682,-14,-14,41.86,1.673,2.107,-1424,-39,-39,126.56,9.1065,1145.4935,-671,-60,-60,172.9,12.81,2009.52,-352,18,18,531.24,10.215,2298.025,-156,-23,-23,53.56,3.5075,84.0025
2015-05-05,0.8560081,3.986268,515741.85,517689.69,1033431.54,-668,-9,-9,41.72,1.071,230.749,-1385,-36,-36,128.15,7.758,3988.942,-611,-57,-57,173.51,13.11,504.46,-370,20,20,538.21,11.01,3732.99,-133,-20,-20,53.99,2.52,102.94
2015-05-04,-0.10950265,3.1302599,515837.049,515062.55,1030899.599,-659,6,6,41.88,0.807,-73.597,-1349,36,36,129.5,12.294,305.156,-554,-55,-55,174.47,9.845,-132.045,-390,22,22,538.53,10.384,-1147.444,-113,-21,-21,53.85,2.6565,-47.0965
2015-05-01,-0.69616005,3.23976255,521270.3955,515380.99,1036651.3855,-665,0,0,41.41,0.0,-305.9,-1385,-8,-8,126.1,2.12,-5257.52,-499,-53,-53,173.2,15.847,-1102.237,-412,13,13,538.43,10.101,-254.991,-92,1,1,53.64,0.1525,-40.9525
2015-04-30,1.15432135,3.9359226,508327.126,520299.15,1028626.276,-665,-9,-9,41.83,1.242,389.938,-1377,-10,-10,128.64,2.645,4803.085,-446,-69,-69,173.77,14.9385,1328.6515,-425,-5,-5,547.87,2.195,4981.255,-93,4,4,53.75,0.676,40.284
2015-04-29,0.44550915,2.78160125,518403.3525,507183.21,1025586.5625,-656,31,31,42.04,4.247,144.413,-1367,13,13,130.16,4.5305,2625.3095,-377,-46,-46,173.4,15.341,-220.221,-420,15,15,550.47,5.7375,1974.4125,-97,13,13,52.65,1.8525,-68.8225
2015-04-28,0.2311738,2.3360921,500909.261,517926.32,1018835.581,-687,-91,-91,41.87,12.7855,-160.1955,-1380,22,22,134.46,4.378,2840.002,-331,-68,-68,170.83,10.846,-1059.936,-435,-13,-13,554.64,9.5875,716.0725,-110,10,10,52.67,1.305,-24.205
2015-04-27,0.0621968,2.1049183,517624.873,500011.91,1017636.783,-596,-48,-48,42.74,5.736,310.224,-1402,119,119,132.31,20.23,-3584.54,-263,-35,-35,170.89,7.1925,-218.1925,-422,18,18,563.39,14.301,4104.939,-120,25,25,52.88,2.9625,9.5375
2015-04-24,-0.916312,2.0427215,501904.335,517485.01,1019389.345,-548,-97,-97,42.71,12.707,67.263,-1521,6,6,130.49,1.284,-934.014,-228,-56,-56,170.23,24.556,79.764,-440,24,24,566.1,15.276,-8420.076,-145,-13,-13,53.16,1.677,43.943
2015-04-23,-0.6130584,2.9590335,533959.565,501486.4,1035445.965,-451,-85,-85,42.42,10.4975,5.4425,-1527,124,124,128.3,28.21,-1591.88,-172,-29,-29,165.23,7.4095,-850.5395,-464,58,58,541.0,32.857,-3672.937,-132,-20,-20,53.01,3.03,-20.67
2015-04-22,-0.58517755,3.5720919,507558.359,533642.82,1041201.179,-366,-119,-119,42.72,15.6485,30.0015,-1651,-146,-146,126.99,25.769,-2837.299,-143,-30,-30,164.39,7.995,-161.395,-522,-4,-4,534.4,1.542,-2813.402,-112,-2,-2,52.52,0.321,-69.681
2015-04-21,0.1897141,4.15726945,530937.0545,506579.83,1037516.8845,-247,-83,-83,43.42,9.5035,83.6865,-1505,70,70,128.1,17.325,986.125,-113,-31,-31,166.07,10.447,201.463,-518,65,65,537.51,44.1675,547.7625,-110,4,4,53.35,0.496,78.104
2015-04-20,-1.1511429,3.96755535,518201.0335,530672.07,1048873.1035,-164,-75,-75,43.33,9.1875,-17.3775,-1575,-111,-111,125.57,20.424,-4418.154,-82,-8,-8,162.1,1.532,-440.272,-583,7,7,525.6,3.7905,-6620.0305,-114,2,2,53.3,0.315,-15.595
2015-04-17,0.8215481,5.11869825,529491.1625,517695.12,1047186.2825,-89,-66,-66,42.74,7.59,-19.98,-1464,-16,-16,125.55,2.392,2066.568,-74,-18,-18,161.75,3.096,154.104,-590,32,32,528.66,12.768,5904.212,-116,1,1,53.51,0.133,110.577
2015-04-16,-0.00320295,4.29715015,516327.9115,528904.48,1045232.3915,-23,-60,-60,43.14,7.14,-15.79,-1448,-80,-80,126.28,12.48,830.8,-56,-17,-17,163.31,3.791,38.269,-622,2,2,529.9,1.351,-786.031,-117,5,5,53.98,0.6575,-99.2775
2015-04-15,-0.20880085,4.3003531,528749.501,515637.71,1045992.271,37,-40,-40,43.28,5.24,14.63,-1368,-10,-10,126.41,1.69,-657.23,-39,-15,-15,162.63,2.9625,-69.3825,-624,19,19,528.7,10.906,-1314.156,-122,10,10,52.93,1.31,-61.87
2015-04-14,0.6306617,4.50915395,508867.6995,528159.59,1040343.6795,77,-36,-36,42.96,4.68,-5.25,-1358,-71,-71,127.0,14.058,743.492,-24,-22,-22,162.42,4.004,-1.204,-643,-20,-20,536.25,8.75,5578.39,-132,-3,-3,52.93,0.381,-8.811
2015-04-13,0.06494315,3.87849225,524725.6025,507736.28,1037325.4025,113,-47,-47,43.59,7.0265,-62.7765,-1287,72,72,128.37,14.22,216.09,-2,-23,-23,162.37,4.692,-15.002,-623,15,15,538.41,5.235,542.085,-129,7,7,52.48,0.945,-30.965
2015-04-10,-0.0097224,3.8135491,503673.291,524229.95,1038291.301,160,-27,-27,42.8,3.402,174.568,-1359,-35,-35,125.95,6.86,-762.07,21,-14,-14,162.34,2.625,8.295,-638,-29,-29,542.29,12.267,522.783,-136,0,0,52.08,0.0,-40.8
2015-04-09,-0.078986,3.8232715,522299.425,503147.95,1039074.905,187,-40,-40,42.16,5.14,33.87,-1324,100,100,125.85,17.15,-1313.19,35,-10,-10,161.7,2.27,13.38,-609,15,15,541.03,5.6025,508.5675,-136,5,5,51.73,0.6475,-32.4875
2015-04-08,-0.23750245,3.9022575,501391.855,522444.99,1040713.115,227,-33,-33,42.43,4.3725,-45.5625,-1424,-36,-36,125.85,7.452,570.628,45,-13,-13,161.72,2.743,-17.193,-624,-36,-36,538.38,15.642,-2830.842,-141,-5,-5,51.67,0.635,-52.055
2015-04-07,0.1736858,4.13975995,517431.0195,500604.24,1038469.7195,260,-48,-48,41.94,6.456,126.624,-1388,109,109,127.64,28.231,1800.079,58,-17,-17,161.67,5.185,-9.735,-588,20,20,538.08,10.84,-190.12,-136,10,10,51.83,1.49,10.01
2015-04-06,-0.38494665,3.96607415,504341.4315,517390.71,1046799.5815,308,-43,-43,41.68,6.02,-58.89,-1497,-22,-22,124.47,3.707,-3061.317,75,-8,-8,159.69,2.26,110.91,-608,-31,-31,532.22,13.95,-864.4,-146,-13,-13,51.16,1.7095,24.2305
2015-04-02,0.2690489,4.3510208,509452.218,503363.14,1040892.258,351,-52,-52,41.47,7.28,228.54,-1475,64,64,125.03,12.864,-1641.034,83,-16,-16,159.52,3.384,107.466,-577,-12,-12,540.85,8.184,4027.606,-133,-2,-2,51.68,0.289,-32.089
2015-04-01,0.3130795,4.0819719,495337.199,508786.45,1036562.639,403,-46,-46,41.46,6.164,-74.784,-1539,-18,-18,124.82,3.717,280.323,99,-15,-15,160.23,2.9475,-137.6775,-565,-27,-27,548.6,13.4865,3076.3135,-131,-1,-1,51.37,0.13,-13.38
2015-03-31,0.4710992,3.7688924,502822.224,494346.69,1034121.864,449,-75,-75,41.28,9.525,-118.855,-1521,84,84,126.09,18.48,2955.78,114,-32,-32,161.08,6.96,-305.22,-538,-1,-1,550.0,0.365,2165.745,-130,-4,-4,51.26,0.538,13.542
2015-03-30,-0.6306754,3.2977932,489561.892,501787.77,1036960.762,524,-64,-64,41.52,8.32,337.56,-1605,-5,-5,124.05,0.9475,-5004.5475,146,-26,-26,161.31,4.771,350.309,-537,-25,-25,551.62,11.4375,-1910.9675,-126,-8,-8,51.33,1.108,-79.108
2015-03-27,0.52089385,3.9284686,494443.646,488523.82,1034728.946,588,-85,-85,40.6,11.05,221.53,-1600,101,101,124.57,21.614,1529.056,172,-38,-38,160.79,8.246,-33.326,-512,-11,-11,553.0,5.6375,3467.4525,-118,-12,-12,51.49,1.794,24.226
2015-03-26,0.04513895,3.40757475,480672.3175,493593.49,1035380.8075,673,-55,-55,40.68,8.0025,-89.1825,-1701,-37,-37,122.76,10.064,-1495.864,210,-19,-19,159.27,5.586,287.644,-501,-37,-37,557.59,28.712,1735.868,-106,-22,-22,51.19,3.036,12.924
2015-03-25,0.97500935,3.3624358,477070.278,479640.88,1022877.638,728,-98,-98,41.17,15.288,-211.288,-1664,68,68,126.54,11.832,5506.208,229,-57,-57,163.08,11.3715,-877.0115,-464,-15,-15,570.5,11.535,5287.355,-84,-26,-26,51.98,3.25,44.83
2015-03-24,-0.5545555,2.38742645,469794.6345,475988.1,1026341.0745,826,-117,-117,42.13,14.274,-939.324,-1732,48,48,127.23,7.992,891.688,286,-63,-63,164.79,14.553,-470.653,-449,-18,-18,562.56,7.677,-5049.797,-58,-34,-34,52.35,4.369,22.531
2015-03-23,-0.1173151,2.94198195,462526.4795,469091.65,1028868.5995,943,-116,-116,42.12,13.514,-33.384,-1780,47,47,127.12,12.314,-2401.454,349,-60,-60,162.77,13.95,590.2,-431,-26,-26,560.43,6.071,663.799,-24,-49,-49,53.03,6.762,7.688
2015-03-20,0.3347746,3.05929705,451353.2605,461781.0,1025777.0705,1059,-138,-138,42.39,16.767,8.073,-1827,42,42,128.25,8.085,2883.615,409,-54,-54,160.95,11.097,1306.093,-405,-30,-30,561.65,9.99,-860.04,25,-45,-45,52.44,7.695,10.005
2015-03-19,0.2232985,2.72452245,445794.9745,450405.0,1024383.9745,1197,-176,-176,42.05,28.248,67.162,-1869,99,99,128.75,23.7105,1761.4995,463,-70,-70,159.7,24.15,-31.85,-375,-22,-22,559.39,16.258,547.572,70,-61,-61,53.57,8.4485,-111.3985
2015-03-18,-0.369889,2.50122395,435360.8895,444968.5,1030376.1995,1373,-140,-140,41.45,18.41,704.81,-1968,55,55,127.0,10.0925,-2822.1325,533,-62,-62,156.85,12.152,1500.078,-353,-27,-27,552.5,10.53,-3022.69,131,-77,-77,53.42,10.8955,-58.9555
2015-03-17,-0.38215095,2.87111295,428680.1095,434553.16,1030733.7295,1513,-192,-192,41.52,26.112,-429.782,-2023,84,84,125.9,17.136,-4325.006,595,-79,-79,156.2,16.9455,-157.8655,-326,-24,-24,551.71,15.42,1113.8,208,-88,-88,53.21,11.616,-22.656
2015-03-16,-0.1351809,3.2532639,415409.979,427402.06,1035862.249,1705,-213,-213,41.16,31.311,1633.159,-2107,103,103,123.88,24.823,-2920.213,674,-63,-63,155.05,19.278,1916.432,-302,-50,-50,550.95,40.45,-2030.33,296,-93,-93,53.74,13.857,49.143
2015-03-13,0.01879075,3.3884448,403210.908,414406.0,1030536.988,1918,-291,-291,40.96,33.0285,-514.9085,-2210,192,192,124.4,50.592,1859.608,737,-141,-141,157.46,31.3725,-2831.5925,-252,-56,-56,553.5,22.148,1929.172,389,-129,-129,53.9,21.0915,-254.3715
2015-03-12,-0.34644815,3.36965405,379442.4605,402276.58,1039228.8205,2209,-227,-227,40.99,27.8075,556.2225,-2402,-7,-7,122.31,1.631,-5309.561,878,-82,-82,156.27,21.32,971.26,-196,-53,-53,553.51,25.069,-750.259,518,-107,-107,54.0,17.334,1067.856
2015-03-11,0.62730975,3.7161022,369677.172,378161.27,1030583.292,2436,-200,-200,40.79,26.4,541.52,-2395,35,35,124.75,9.485,5418.765,960,-90,-90,158.57,19.89,-921.09,-143,-35,-35,555.14,21.21,531.03,625,-65,-65,51.62,9.9775,702.8725
2015-03-10,0.0069553,3.08879245,349007.8245,368115.3,1025273.0045,2636,-209,-209,41.22,25.6025,-3060.2425,-2430,-5,-5,126.41,1.6275,6385.6225,1050,-113,-113,159.6,27.9675,-3268.1775,-108,-43,-43,564.25,18.7695,1278.1505,690,-79,-79,52.07,9.48,-1265.8
2015-03-09,0.13426755,3.08183715,335365.9615,347148.9,1028959.2215,2845,-329,-329,41.54,42.112,558.628,-2425,121,121,127.96,30.9155,-1504.9755,1163,-141,-141,158.2,37.929,2559.781,-65,-53,-53,566.86,31.588,-151.098,769,-105,-105,52.88,16.17,-119.66
2015-03-06,-0.63436685,2.9475696,306126.876,333804.96,1024806.496,3174,-42,-42,41.95,5.04,-2206.44,-2546,-177,-177,128.4,44.1615,-175.6715,1304,-45,-45,160.19,8.55,-3547.82,-12,-93,-93,574.88,30.225,19.725,874,-58,-58,53.75,7.482,-433.462
2015-03-05,0.82362635,3.58193645,276341.6245,304606.02,1030678.6345,3216,27,27,41.99,3.2805,704.5095,-2369,-235,-235,128.58,38.07,5017.3,1349,29,29,159.86,5.568,2355.912,81,-97,-97,575.02,53.835,264.975,932,-43,-43,53.71,5.633,-106.433
2015-03-04,-0.16058215,2.7583101,252128.151,275499.4,1026388.061,3189,25,25,41.95,3.0375,-824.4275,-2134,-188,-188,129.1,32.242,1668.758,1320,0,0,160.54,0.0,-2125.2,178,-89,-89,571.87,48.3715,-253.9615,975,-33,-33,53.48,4.2405,-70.9905
2015-03-03,-0.0532531,2.91889225,225419.2025,250956.16,1029967.3225,3164,39,39,42.45,4.68,-1387.09,-1946,-211,-211,128.96,41.989,-594.839,1320,31,31,160.27,6.324,726.186,267,-88,-88,570.45,67.76,468.02,1008,-48,-48,53.94,8.328,255.192
2015-03-02,0.4461682,2.97214535,205587.7435,224248.75,1029443.8535,3125,43,43,42.34,4.988,1520.672,-1735,-164,-164,129.25,35.506,-998.996,1289,3,3,161.68,0.6195,-1881.7795,355,-69,-69,560.53,47.6445,4693.0255,1056,8,8,52.43,1.08,1128.76
2015-02-27,0.49867645,2.52597715,188566.6115,204230.0,1022840.4315,3082,19,19,42.3,2.261,-463.421,-1571,-118,-118,130.0,36.934,2992.666,1286,27,27,161.05,8.5995,1362.5605,424,-74,-74,554.24,61.568,1084.752,1048,7,7,52.32,0.903,10.207
2015-02-26,0.16600525,2.0273007,172066.727,187117.34,1022655.927,3063,43,43,42.23,5.16,483.63,-1453,-153,-153,128.78,41.6925,-2411.6125,1259,7,7,163.74,1.533,-2450.503,498,-58,-58,543.21,37.062,5706.438,1041,15,15,52.03,1.92,332.1
2015-02-25,0.6671385,1.86129545,156865.7745,171028.0,1015011.9545,3020,-3,-3,42.34,0.375,423.265,-1300,-130,-130,131.56,28.795,4285.905,1252,-12,-12,164.94,3.288,-2531.008,556,-42,-42,535.9,22.134,4295.566,1026,26,26,51.65,3.783,197.657
2015-02-24,0.73457035,1.19415695,147526.5495,155539.8,1011040.6695,3023,-37,-37,41.62,4.5695,988.9505,-1170,-44,-44,132.94,11.748,956.712,1264,-26,-26,162.49,5.07,2410.89,598,-37,-37,530.0,16.7055,2412.2645,1000,13,13,51.42,1.8135,576.8865
2015-02-23,-1.057534,0.4595866,135285.436,146402.52,1007951.346,3060,-90,-90,41.89,14.535,-693.135,-1126,-81,-81,130.02,13.9725,-3912.8525,1290,-40,-40,164.23,8.5,-939.9,635,-31,-31,536.05,15.4225,-4575.7225,987,4,4,51.53,0.71,-453.73
2015-02-20,-0.08759155,1.5171206,122045.466,134407.9,1016090.806,3150,27,27,41.09,3.4155,2518.2045,-1045,-102,-102,128.62,13.77,-1093.68,1330,-28,-28,163.64,7.07,-333.27,666,-40,-40,543.13,14.2,-2614.52,983,26,26,51.05,3.25,647.35
